doi,title,sentence,char_len
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"Na-ion batteries are found to be promising under environmental aspects, showing, per kWh of storage capacity, environmental impacts at the lower end of the range published for current Li-ion batteries.",201
10.1038/s41467-020-15938-x,Operando visualisation of battery chemistry in a sodium-ion battery by 23Na magnetic resonance imaging,"This removes the resistances observed from the sodium metal anode in a two electrode configuration 32 and enables the full sodiation of the hard carbon, which is not possible in a cathode limited cell.",201
10.1038/s41467-021-25074-9,Engineering Na+-layer spacings to stabilize Mn-based layered cathodes for sodium-ion batteries,"The electrochemical testing (galvanostatic charge-discharge and GITT) of sodium-ion half-cells were performed at 30 °C using LAND battery testing system (CT2001A, Wuhan, China) in 2025-type coin cells.",201
10.1002/aenm.201700959,Na-Ion Intercalation and Charge Storage Mechanism in Two-Dimensional Vanadium Carbide,"Two-dimensional vanadium carbide MXene containing surface functional groups (denoted as V2CTx, where Txare surface functional groups) was synthesized and studied as anode material for Na-ion batteries.",201
10.1039/c4ta06467d,Recent developments in electrode materials for sodium-ion batteries,"In general, sodium cathodes with a similar structure to their lithium analogues have shown lower operating potentials compared to their lithium counterparts, indicating the reduction of energy density.",201
10.1038/s41467-021-23352-0,Realizing high-power and high-capacity zinc/sodium metal anodes through interfacial chemistry regulation,"Furthermore, the concept could be readily extended to sodium metal anodes, demonstrating the interfacial chemistry regulation of separator is a promising route to circumvent the metal anode challenges.",201
10.1038/s41467-019-11102-2,A safe and non-flammable sodium metal battery based on an ionic liquid electrolyte,"Overall, a hybrid SEI formed on sodium metal comprised of NaF, Na 2 O, Na 2 SO 4 , Al 2 O 3 , Al and NaCl contributed to the reversible plating/stripping process of Na in buffered Na-Cl-IL electrolyte.",201
10.1021/am507679x,A Low-Surface-Area Hard Carbon Anode for Na-Ion Batteries via Graphene Oxide as a Dehydration Agent,The obtained low-surface-area hard carbon greatly improves the first-cycle Coulombic efficiency from 74% to 83% and delivers a very stable cyclic life with 95% of capacity retention after 2 200 cycles.,201
10.1002/aenm.201700514,Additional Sodium Insertion into Polyanionic Cathodes for Higher‐Energy Na‐Ion Batteries,"The three main classes of materials investigated as cathodes in Na-ion are: P2 or O3 transition metal oxides NaTMO 2 , where TM can be one or often several transition metals, and polyanionic compounds.",201
10.1039/c8ee02991a,Nature of the “Z”-phase in layered Na-ion battery cathodes,The evolution of the ''Z''-phase on charging progresses through a staging process where Na + is removed from P2-type layers to form vacant O-type Na layers randomly distributed within the P2 structure.,201
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"For example, Dahbi et al. 24 synthesized hard carbon from argan shells and evaluated the influence of HCl acid washing pre-treatment on inorganic impurities (i.e., alkali metals and transition metals).",201
10.1021/cm504339y,Ordered and disordered polymorphs of Na(Ni2/3Sbl/3)O2: local structural ordering in honeycomb cathodes for Na-ion batteries,"Given the substantial differences in their diffraction patterns, the electrochemical performance of ordered and disordered Na(Ni2/3Sb1/3)O2 as cathodes in Na-ion batteries were separately investigated.",201
10.1021/jacs.3c00117,Realizing High Capacity and Zero Strain in Layered Oxide Cathodes via Lithium Dual-Site Substitution for Sodium-Ion Batteries,"Most of the P2-type oxide cathodes show low lattice strain in a confined voltage range under 4.2 V, which is due to the mitigation of the gliding of TMO2 slabs by the retained Na ions in the AM layers.",201
10.1038/am.2016.53,Understanding sodium-ion diffusion in layered P2 and P3 oxides via experiments and first-principles calculations: a bridge between crystal structure and electrochemical performance,"For the case of multiple Na vacancy, all possible non-equivalent configurations were calculated, and then the energetically favorable states were adopted for investigating the Na-ion transport behavior.",202
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"From precursors to active materials, different strategies have been adapted to synthesize hard carbons depending on the precursor type and the desired final structure, morphology, and surface chemistry.",202
10.1038/s41467-017-00211-5,Alkaline earth metal vanadates as sodium-ion battery anodes,We explored and compared the electrochemical performance of the two calcium vanadate nanowire samples (CVO-450 and CVO-550) as SIB anodes to evaluate the potential of CaV 4 O 9 as an electrode material.,202
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","The MO 6 octahedron and PO 4 tetrahedron generate the diffusion channel of sodium ion in the direction of through the co-vertex oxygen atoms, thus showing the electrochemical activity of sodium storage.",202
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Very recently, Huang's group investigated the effect of F -doping on the O3-type NaNi 1/3 Fe 1/3 Mn 1/3 O 2 . 119 The results indicate that the binding energy of oxygen changes as a result of F -doping.",202
10.1038/s41467-017-00157-8,Environmentally stable interface of layered oxide cathodes for sodium-ion batteries,"The superior performance is attributed to the improved kinetics in the presence of the well-engineered interface, which facilitates fast electron transport to achieve timely Na-ion insertion/extraction.",202
10.1039/c8ee02991a,Nature of the “Z”-phase in layered Na-ion battery cathodes,"Therefore, correctly discerning the structural identity of the ''Z''-phase is a key step forward in the development of Earth-abundant, high capacity P2-NaMO 2 materials as cathodes for Na-ion batteries.",202
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Cao et al. concluded that if hard carbon has abundant pseudo-graphitic nanodomains, intercalation is the main driving force in the plateau, and pore filling occurs at the end of discharge (Figure 31.e).",202
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"However, the hard carbon anode suffers from low initial Coulombic efficiency (ICE), and the ambiguous Na-ion (Na + ) storage mechanism and interfacial chemistry fail to give a reasonable interpretation.",202
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"Most of this advancement has been Edisonian in nature, because efforts to attribute features of the sodiation profile to hard carbon's structure have not fully appreciated the subtlety of its structure.",202
10.1038/ncomms15888,Sodium vanadium titanium phosphate electrode for symmetric sodium-ion batteries with high power and long lifespan,"The excellent sodium storage performance might be strongly related to the symmetric character of the full cell, which serves to suppress the volume expansion during Na þ reversible insertion/extraction.",202
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,The authors 292 suggested that defects are essential to initiate sodium insertion and that the obtained capacity in the sloping region depends on the defect concentration with a maximum amount of NaC24.,202
10.1039/d1sc05715d,Synergetic stability enhancement with magnesium and calcium ion substitution for Ni/Mn-based P2-type sodium-ion battery cathodes,"The O3-P3 phase transition is inevitable and necessary for O3-type cathodes in order to acquire better Na + conductivity, while the P2-O2 phase transition is commonly harmful and needs to be suppressed.",202
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","According to the definition by Delmas and co-workers, 41 the crystal structures of layered sodium metal oxides can be categorized into O3-(ABCABC), O'3-, P2-(ABBA), P3-(ABBCCA), and P'3type (Figure 3a).",202
10.1039/d1sc05715d,Synergetic stability enhancement with magnesium and calcium ion substitution for Ni/Mn-based P2-type sodium-ion battery cathodes,"The shrinkage of the lattice parameter ""c"" here is consistent with reports relating to Ca-doped P2-type cathodes. 29,30 For reports relating to O3-type cathodes, the outcomes are a bit more complicated.",202
10.1039/c4ta06186a,Phosphorus–carbon nanocomposite anodes for lithium-ion and sodium-ion batteries,"The high Coulombic efficiency emphasises that, in principle, the studied phosphorus-carbon composites may be highly reversible sodium anodes if the deciencies in their cyclic performance are addressed.",202
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Thus, we conclude that Na-ion transport in Na 1+x Zr 2 Si x P 3-x O 12 is fastest at x ~2.4, at all temperatures considered in this work, which agrees with our experimental observations presented below.",202
10.1038/srep33733,Room-Temperature All-solid-state Rechargeable Sodium-ion Batteries with a Cl-doped Na3PS4 Superionic Conductor,"In this work, we demonstrate the stable cycling of a TiS 2 /t-Na 3-x PS 4-x Cl x /Na ss-SIB at room temperature, with a capacity of about 80 mAh g -1 at a rate of C/10 over 10 cycles for the first time.",202
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,Electrochemical properties of O3-type Na0.8Ni0.4Ti0.6O2 as bipolar material are characterized by cyclic voltammetry (CV) and galvanostatic charge-discharge or discharge-charge test in the half cells vs.,202
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"In this model, nickel and titanium ions are accommodated in the octahedral sites of TMO2 layer (3a sites, TM = Ni and Ti), while sodium ions are located in the octahedral sites of NaO2 layer (3b sites).",202
10.1038/s41467-019-09933-0,Sustainability-inspired cell design for a fully recyclable sodium ion battery,"Herein, we design a fully recyclable rechargeable sodium ion battery with bipolar electrode structure using Na 3 V 2 (PO 4 ) 3 as an electrode material and aluminum foil as the shared current collector.",202
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Therefore, in order to develop a safer sodium-ion battery, electrode composition, electrode structure, surface protection and electrolytes optimization are several critical issues need to be considered.",202
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,"SAXS patterns of fully sodiated hard carbon samples were collected from the fabricated pouch cells with a metallic sodium reference and counter electrode, which were eventually discharged to 0.01 V (vs.",202
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,We first characterize the electrochemical property (Fig. 2) and clarify the cycling mechanism (Fig. 3) of the cubic MnHCMn as a Na-ion battery anode through half-cell tests with SHE reference electrodes.,203
10.1038/s41467-022-30113-0,Entropy and crystal-facet modulation of P2-type layered cathodes for long-lasting sodium-based batteries,"During 4.05-4.3 V, the average D Na+ of CuMgTi-571 is ~10 times higher than that for NaMNO 2 , suggesting the kinetics of anionic redox is greatly improved in the entropy and crystal-facet tuned cathode.",203
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"Note that, the battery must be tightly sealed to prevent the volatilization of electrolytes from affecting the solvation structure of the electrolyte in hard carbons during the long-term resting process.",203
10.1038/ncomms7865,Radially aligned hierarchical columnar structure as a cathode material for high energy density sodium-ion batteries,"In summary, the hierarchically formed columnar structured spheres show that an O3-type layer compound can deliver high capacity, good retention and rate capability and thermal stability at the same time.",203
10.1002/adfm.201903795,Article type: Full Paper A Simple Electrode-Level Chemical Presodiation Route by Solution Spraying to Improve the Energy Density of Sodium-Ion Batteries,"These functional groups could react with active sodium ions from the cathode during the first-cycle charging process, leading to a loss of active sodium ions and a decrease of the energy density of SIBs.",203
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,"Congruent with the observation of the water trafficing during the anodic scan, fully hydrated Na-ions preferred to be inserted into the interlayer region than less hydrated ones during the cathodic scan.",203
10.1038/ncomms7929,Na+ intercalation pseudocapacitance in graphene-coupled titanium oxide enabling ultra-fast sodium storage and long-term cycling,"Recently, a variety of cathode materials have been investigated for SIBs, for instance, Na 3 V 2 (PO 4 ) 3 (ref. 9), P2-Na x VO 2 (ref. 10), olivine-type sodium metal phosphates 11 and Prussian blue 12 .",203
10.1038/ncomms7544,Pseudocapacitance of MXene nanosheets for high-power sodium-ion hybrid capacitors,"By exploiting the compositional and structural versatility of MAX phases and the resulting optimized MXenes, we could further extend the possible sets of electrodes for advanced Na-ion hybrid capacitors.",203
10.1038/ncomms7401,Ti-substituted tunnel-type Na0.44MnO2 oxide as a negative electrode for aqueous sodium-ion batteries,"Among the numerous identified oxides of potential interest, Na 0.44 MnO 2 with a tunnel structure is particularly attractive because of its unique large tunnels suitable for sodium insertion/extraction .",203
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,"We annealed hard carbon at high temperatures, with the aim that the resulting increased size of turbostratic nanodomains would increase the capacity under the sloping region of the discharge profile 15 .",203
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"Whereas NMC was used as an illustrative example above, hereafter we focus on LFP in the Main Text as it is widely considered the more relevant comparison with Na-ion with respect to performance and cost.",203
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"Therefore, in response to severe post-COVID lithium price spikes, manufacturers recently announced over 240 GWh of Na-ion cell manufacturing pipeline through 2030 10 , promising lower prices than Li-ion.",203
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Using high-temperature structures as starting configurations in our kMC guarantees a random distribution of PO 4 and SiO 4 tetrahedra in the NASICON structures, as reported in the literature 17,30,32,33 .",204
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,"The CR2032 coin cells were assembled with a sodium metal disc (1 mm thick, sodium ingot, 99.8% metals basis, Alfa Aesar) as a counter electrode (CE), and a hard carbon anode as the working electrode (WE).",204
10.1021/jacs.3c00117,Realizing High Capacity and Zero Strain in Layered Oxide Cathodes via Lithium Dual-Site Substitution for Sodium-Ion Batteries,The comparison of capacity and volume variation between NMLMO and the previously reported P2-type oxide cathode materials during the charge and discharge processes is summarized in Figure 6b and Table S8.,204
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"It is evident that the initial phase is O3-type rhombohedral (Figure S6b, point 1), and the patterns of O3 layered structure broaden, weaken with desodiation and a new phase appears (Figure S6b, point 2).",204
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"To understand the reaction mechanism of O3-type Na0.8Ni0.4Ti0.6O2 during sodium insertion and extraction processes, we performed the ex-situ XRD and STEM experiments in the Na0.8Ni0.4Ti0.6O2/Na half cell.",204
10.1039/d3ta06641j,Research progress of Prussian blue and its analogues for cathodes of aqueous zinc ion batteries,"Notably, when subjected to vacuum drying, Prussian blue materials used in sodium ion batteries experience a reduction in water content which eliminates water molecules from the organic electrolyte system.",204
10.1039/c6ee01750a,"Structurally stable Mg-doped P2-Na<sub>2/3</sub>Mn<sub>1−y</sub>Mg<sub>y</sub>O<sub>2</sub> sodium-ion battery cathodes with high rate performance: insights from electrochemical, NMR and diffraction studies","S10 and discussed in more detail in the ESI. † The Na II resonance disappears at early stages of charge (as soon as x = 0.49), suggesting Na-ion removal from the a-NaMnO 2 phase or domains at low voltage.",204
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,"To demonstrate, herein we designed and studied an HEO cathode of Na2/3Li1/6Fe1/6Co1/6Ni1/6Mn1/3O2 for sodium-ion batteries, in which the lithium occupancy in the TM layer enables a superlattice structure.",204
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,"The further P3-O3 transition at high-voltage regions (up to 4.5 V) is effectively suppressed, implying that most capacity is stored in P3-type phase (Scheme 1) that is favorable for high-rate performance.",204
10.1007/s40820-023-01082-w,Interface Engineering of Fe7S8/FeS2 Heterostructure in situ Encapsulated into Nitrogen-Doped Carbon Nanotubes for High Power Sodium-Ion Batteries,"However, sodium ion has a relatively large ionic radius and sluggish reaction kinetics, which inevitably lead to capacity degradation and cycling instability, hindering the practical application of SIBs .",204
10.1038/s41598-017-04958-1,3D free-standing nitrogen-doped reduced graphene oxide aerogel as anode material for sodium ion batteries with enhanced sodium storage,"The three dimensional porous network structure of the graphene aerogel provides sufficient interstitial space for sodium ion accommodation, allowing fast and reversible ion intercalation/de-intercalation.",204
10.1038/ncomms7929,Na+ intercalation pseudocapacitance in graphene-coupled titanium oxide enabling ultra-fast sodium storage and long-term cycling,"Furthermore, the sodium ion storage is mainly below 1.5 V with an average discharging voltage plateau at B0.8 V, much lower than those in a lithium cell (1.5 V for TiO 2 -B and 1.75 V for anatase TiO 2 ).",204
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","As indicated in the Raman spectrum (Fig. 18a,b), the I D /I G value continuously decreased after discharge, indicating the adsorption of sodium ions upon the surface of electrode materials or defect sites.",205
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Raman spectroscopy has proven to be the most sensitive method for investigating the disorder in sp 2 of diverse carbon structures, making it an essential technique for characterizing hard carbon materials.",205
10.1039/d3ee03141a,Quantitative analysis of sodium metal deposition and interphase in Na metal batteries,"Additionally, the inventory loss experienced by the sodium metal anode is determined to be primarily attributed to the formation of the SEI, which aligns with the high reactivity exhibited by sodium metal.",205
10.1007/s40820-020-00567-2,High-Energy and High-Power Pseudocapacitor–Battery Hybrid Sodium-Ion Capacitor with Na+ Intercalation Pseudocapacitance Anode,"Confirmed by in situ synchrotron XRD and electrochemical analysis, the sodium-ion intercalation/extraction of FeVO UNSs anode undergoes no phase change process with robust layered structure and morphology.",205
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"Here, we have identified the time-dependent ion pre-desolvation on the nanopore of hard carbons, which significantly affects the Na + storage efficiency by altering the solvation structure of electrolytes.",205
10.1002/aenm.201602894,Mechanism of Na-Ion Storage in Hard Carbon Anodes Revealed by Heteroatom Doping,The capacity values confirm that a larger dspacing due to S-and P-doping does increase the plateau capacity due to the energetically more favorable Na-ion insertion in between more dilated graphene sheets.,205
10.1039/d1ee01346g,Homogenous metallic deposition regulated by defect-rich skeletons for sodium metal batteries,"Combined with different types of cathodes (e.g., Prussian blue and sulfur), ''anode-less'' sodium metal batteries with enhanced electrochemical performance are also demonstrated in terms of sustainability.",205
10.1038/s41560-024-01701-9,Critically assessing sodium-ion technology roadmaps and scenarios for techno-economic competitiveness against lithium-ion batteries,"We compare projected sodium-ion and lithium-ion price trends across over 6,000 scenarios while varying Na-ion technology development roadmaps, supply chain scenarios, market penetration and learning rates.",205
10.1038/srep23338,First Introduction of NiSe2 to Anode Material for Sodium-Ion Batteries: A Hybrid of Graphene-Wrapped NiSe2/C Porous Nanofiber,These nanofibers were prepared via electrospinning and a subsequent selenization process and exhibited superior Na-ion storage properties compared to those of the bare densely structured NiSe 2 nanofibers.,205
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","However, uneven sodium ion transfer in bulk sodium anodes can result in local deposition/dissolution of Na during high speed plating/stripping behavior and result in severe dendrite growth and accumulation.",206
10.1038/s41598-020-66148-w,Investigation on the Electrochemical Performances of Mn2O3 as a Potential Anode for Na-Ion Batteries,"Similar to Li-ion batteries, metal oxides can potentially be used as large capacity anodes for Na-ion batteries because of their high theoretical capacities resulting from conversion reaction in most cases.",206
10.1038/srep12571,Exfoliated MoS2 Sheets and Reduced Graphene Oxide-An Excellent and Fast Anode for Sodium-ion Battery,"On the other hand, sodium is the sixth most common element on the planet and easy to extract from earth crust, therefore batteries can be made of sodium-ion will be much inexpensive compare to lithium 1-4 .",206
10.5796/electrochemistry.85.179,Effect of Concentrated Electrolyte on Aqueous Sodium-ion Battery with Sodium Manganese Hexacyanoferrate Cathode,"Owing to the 2.8 V practical stability window of 17 m NaClO 4 aq., the aqueous sodium-ion battery exhibits 1.3, 1.5, and 1.8 V plateaus, and 117 mAh g ¹1 first discharge capacity at a rate of 2.0 mA cm ¹2 .",206
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"Figure 3b shows the schematic of electric potential for the Ni 4+ /Ni 2+ and Ti 4+ /Ti 3+ redox couples in O3-type Na0.8Ni0.4Ti0.6O2, corresponding to the average voltage of Na0.8Ni0.4Ti0.6O2/Na half cells.",206
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,"Size difference between Na-ion and Li-ion gives rise to different intercalation chemistries 14 , so that the understanding obtained from Li-ion storage may not be directly applied to the Na-ion electrodes .",206
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,"Although the closed pore structure plays a key role in contributing low-voltage plateau capacity of hard carbon anode for sodium-ion batteries, the formation mechanism of closed pores is still under debate.",206
10.1016/j.nanoen.2017.08.051,Yolk-shell structured Sb@C anodes for high energy Na-ion batteries,"In summary, low cost and scalable Sb@C yolk-shell structure has been prepared by controlled reduction/selective etching of Sb 2 O 3 and it demonstrated good performance as high-energy Na-ion battery anodes.",206
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,"Moreover, for the typical SEI constituent of F, the F 1s intensity of hard carbons cycled in ester electrolytes is about ten times higher than that in ether electrolytes (Fig. 5g and Supplementary Fig. 18).",206
10.1039/d3ee03141a,Quantitative analysis of sodium metal deposition and interphase in Na metal batteries,"Using dense electroplated sodium metal, the resulting full cell exhibits remarkable performance: 91.84% capacity retention after 500 cycles at a 2C-rate and an 86 mA h g À1 discharge capacity at a 45C-rate.",206
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,"The hard carbon electrode in the pouch cell was prepared with a similar process to the electrode used in the coin cell except that the dried electrode was cut into a rectangle (width: 45 mm, height: 55 mm).",206
10.1002/aenm.202201989,High-Entropy and Superstructure-Stabilized Layered Oxide Cathodes for Sodium-Ion Batteries,"To investigate the influence of lithium content in the compound, a series of HEO cathodes were synthesized by varying the lithium content from x=0 to x=1/4 in the formula of Na2/3LixFe1/6Co1/6Ni1/6Mn1/2-xO2.",207
10.1039/c5ta05769h,BNL-108557-2015-JA O3-type Layered Transition Metal Oxide Na(NiCoFeTi)i/4O2 as a High Rate and Long Cycle Life Cathode Material for Sodium Ion Batteries,Here we report a new single phase quaternary O3-type layer-structured transition metal oxide Na(NiCoFeTi)1/4O2 synthesized by a simple solid-state reaction as a new cathode material for sodium-ion batteries.,207
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,"Particularly, the co-deintercalation of the hydrated water and sodium-ion during the high potential charging process results in the shrinkage of interlayer distance and thus stabilizes the layered structure.",207
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,Our results provide a genuine insight into how structural disordering and structural water improve sodium-ion storage in a layered electrode and open up an exciting direction for improving aqueous batteries.,207
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications","In 2022, Lai and co-workers adopted a Cr-doped strategy to active a threeelectron transfer reaction (V 5+ /V 4+ , V 4+ /V 3+ , V 3+ /V 2+ redox sites) in Na 3 Cr 0.5 V 1.5 (PO 4 ) 3 NASICON cathode material.",207
10.1038/s41467-019-12939-3,Structural water and disordered structure promote aqueous sodium-ion energy storage in sodium-birnessite,"Moreover, co-deintercalation of water molecules along with Na-ion at the high potential charging, evidenced by in situ XRD, can stabilize the layered structure from over-expansion of the interlayer distance.",207
10.1038/s41467-018-03257-1,Monovalent manganese based anodes and co-solvent electrolyte for stable low-cost high-rate sodium-ion batteries,"Nonetheless, the full cell data shown here represent a full Na-ion battery cell that achieves high-rate and long-life electrochemical cycling and with space for further optimizations in design and balancing.",207
10.1038/s41467-022-30942-z,Niobium-doped layered cathode material for high-power and low-temperature sodium-ion batteries,"It should be noted that, both the specific capacity and the specific energy of the hard carbon||P2-NaMNNb coin cells are calculated based on the total loading mass of the active materials on both electrodes.",207
10.1039/d0ee01363c,A revised mechanistic model for sodium insertion in hard carbons,A series of hard carbons was prepared by hydrothermal carbonisation of glucose followed by high temperature treatment and the development of the carbon structure with pyrolysis was extensively characterised.,207
10.1021/cm504339y,Ordered and disordered polymorphs of Na(Ni2/3Sbl/3)O2: local structural ordering in honeycomb cathodes for Na-ion batteries,"However, Na-ion batteries offer advantages over their Li-ion battery counterparts for emerging large-scale energy storage applications (e.g., grid scale storage) due to the high abundance and low cost of Na.",207
10.1038/ncomms7954,P2-Na0.6[Cr0.6Ti0.4]O2 cation-disordered electrode for high-rate symmetric rechargeable sodium-ion batteries,"A symmetric sodium-ion battery using the same P2-Na 0.6 [Cr 0.6 Ti 0.4 ]O 2 electrode material demonstrates charge/discharge curves free of voltage plateaus, outstanding rate performance and long cycle life.",207
10.1007/s40820-023-01232-0,High-Entropy Layered Oxide Cathode Enabling High-Rate for Solid-State Sodium-Ion Batteries,"The Na-ion layered oxide materials, Na x TMO 2 have considerable potential as cathode materials for NIBs owing to the notable benefits including high energy density, facile production and cost-effectiveness.",207
10.1039/d3ta06641j,Research progress of Prussian blue and its analogues for cathodes of aqueous zinc ion batteries,"The concentration of metal ions within the PBA framework exhibits a positive feedback effect on the capacity and cycling performance of sodium ion and potassium ion batteries, when used as cathode materials.",207
10.1038/s41467-018-07646-4,Manganese based layered oxides with modulated electronic and thermodynamic properties for sodium ion batteries,"All peaks in both samples agree well with the pattern having the P2-phase from previous studies (Supplementary Fig. 4) 32 , demonstrating that the P2-type structure is constructed without any impurity phase.",207
10.1002/adfm.201910327,Article type: Full Paper Ultralow-strain Zn-substituted Layered Oxide Cathode with Suppressed P2-O2 Transition for Stable Sodium Ion Storage,"Since the c-spacing in the layered framework is highly correlated to the sodium ions diffusion, the changes of parameter c would sensitively induce different electrochemical performance of the NZM electrode.",207
10.1038/s41467-021-25610-7,Boron-doped sodium layered oxide for reversible oxygen redox reaction in Na-ion battery cathodes,"Upon the further extraction of Na ions, a new phase OP2 appears, accompanied by the reversible phase transformation of P3 phase, similar to the structural evolution of O3-type NaFe 0.2 Mn 0.4 Ni 0.4 O 2 49 .",207
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries",Similar capacity fade during highvoltage cycling for P2-type cathodes was also reported in the case of 80 and Na(NiCoFeTi) 1/4 O 2 81 have been thoroughly examined within a cut-off voltage of 4.0 V or lower.,207
10.1038/s41467-019-11925-z,Conductive carbon nanofiber interpenetrated graphene architecture for ultra-stable sodium ion battery,"Secondly, the vertically aligned channels ensure the rapid penetration of electrolyte and sodium ions, which helps relieve the masstransfer limitations of the electrochemical MoS 2 -sodium ions reactions 58 .",208
10.1002/adfm.201903795,Article type: Full Paper A Simple Electrode-Level Chemical Presodiation Route by Solution Spraying to Improve the Energy Density of Sodium-Ion Batteries,"As shown in Figure 3c, good cycling stability was achieved for the hard carbon electrodes with and without presodiation for 100 cycles in a half cell configuration using sodium metal as the counter electrode.",208
10.1021/acsami.6b12542,High Temperature Carbonized Grass as a High Performance Sodium Ion Battery Anode,"Interestingly, the electrical conductivity of switchgrass derived carbon is improved with the increase of carbonization temperature while the surface area is decreased, which is ideal for a hard carbon anode.",208
10.1038/ncomms12122,Array of nanosheets render ultrafast and high-capacity Na-ion storage by tunable pseudocapacitance,"Our result may bring a paradigm shift in SIB anode materials to layered metal sulfides, and also afford deeper understanding as well as other nanoscale engineering strategies to boost the performance of SIBs.",208
10.1038/s41467-024-44855-6,Alkaline-based aqueous sodium-ion batteries for large-scale energy storage,"Here, we present an alkaline-type aqueous sodium-ion batteries with Mn-based Prussian blue analogue cathode that exhibits a lifespan of 13,000 cycles at 10 C and high energy density of 88.9 Wh kg -1 at 0.5 C.",208
