doi,title,year,abstract,citations,source
10.1016/j.nanoen.2024.110009,Recent advances in doping Na3Zr2Si2PO12 (NASICON) solid-state electrolyte for sodium-ion batteries,2024,,21,crossref
10.1016/j.nanoen.2018.10.040,Impact of the electrolyte salt anion on the solid electrolyte interphase formation in sodium ion batteries,2019,,383,crossref
10.1021/acs.chemmater.3c01922,Engineering the NASICON Electrolyte/Na Anode Interface by Tuning the Phase of Electrolyte for Solid-State Sodium Battery,2023,,26,crossref
10.1021/acsenergylett.7b00623,A High-Voltage Aqueous Electrolyte for Sodium-Ion Batteries,2017,,238,crossref
10.1149/ma2020-014568mtgabs,Acetate-Based Water-in-Salt Electrolyte for Aqueous Sodium-Ion Batteries,2020,"<jats:p>  	 Aqueous rechargeable alkali-ion batteries have attracted considerable interest in recent years due to reduced cost, lower environmental impact and, most importantly, and improved safety.<jats:sup>1</jats:sup> Unfortunately, the narrow electrochemical stability window of water (1.23 V) limits the maximum output voltage of aqueous batteries, thus leading to intrinsically low energy density. Water-in-salt electrolytes (WiSE) constituted of, for example, highly concentrated lithium bis(t",0,crossref
10.1016/j.ssi.2021.115655,Durable sodium battery composed of conductive Ti3C2Tx MXene modified gel polymer electrolyte,2021,,42,crossref
10.1016/j.mseb.2021.115098,Studies on ionic liquid based nanocomposite gel polymer electrolyte and its application in sodium battery,2021,,41,crossref
10.1088/2053-1591/ab226a,Electrospun electroactive polyvinylidene fluoride-based fibrous polymer electrolyte for sodium ion batteries,2019,,29,crossref
10.1016/j.jpowsour.2015.10.100,Characteristics of an ionic liquid electrolyte for sodium-ion batteries,2016,,114,crossref
10.1021/acsenergylett.9b02779,Corrections to “A High-Voltage Aqueous Electrolyte for Sodium-Ion Batteries”,2020,,8,crossref
10.1177/0967391119848531,Polymer composite electrolyte of SPSU(Na)/PPEGMA/hBN for sodium-ion batteries,2019,<jats:p> Polymer composite electrolyte based on polysulfone-sodium sulfonate (SPSU(Na)) blended with poly (polyethylene glycol methacrylate) (PPEGMA) using nano-sized hexagonal boron nitride (nano-hBN) as filler was fabricated using a solution casting technique for use in Na-ion batteries. Polysulfone was sulfonated by a post sulfonation method followed by ion exchange with sodium hydroxide. Fourier transform infrared spectroscopy was used to study SPSU(Na)/PEGMA blend and incorporation of hBN n,2,crossref
10.15541/jim20240206,Development of Quasi-solid-state Na-ion Battery Based on DPEPA-derived Gel Polymer Electrolyte,2024,,2,crossref
10.1016/j.ensm.2021.05.040,"Enhanced Safety and Performance of High-Voltage Solid-State Sodium Battery through Trilayer, Multifunctional Electrolyte Design",2021,,53,crossref
10.1051/e3sconf/202566601018,"Advances in Optimizing Low-Temperature Performance of Sodium-Ion Batteries: Electrolyte Engineering, Electrode Materials Modification, and Interface Engineering",2025,"<jats:p>Owing to severe capacity loss and safety hazards of lithium-ion batteries (LIBs) in low-temperature environments, sodium-ion batteries (SIBs)—which share technical similarities with LIBs, coupled with abundant raw material reserves and low cost—exhibit particularly notable advantages in capacity retention, cycling stability, and operational safety, and thus are gaining widespread attention. With the growing demand for energy storage, especially in scenarios such as high-altitude, polar, ",0,crossref
10.1149/ma2025-022247mtgabs,Using Electrolyte Design Principles to Enhance Electrochemical Performance of Antimony Alloying Anodes in Sodium-Ion Batteries,2025,"<jats:p>The choice of electrode and electrolyte heavily influences the electrochemical performance of sodium-ion batteries (NIBs) Alloying anodes, such as antimony (Sb), are promising, high energy density electrode materials, but suffer from significant volume changes leading to anode pulverization upon cycling. To mitigate the negative effects of volume changes, the electrolyte composition can be modified to influence the formation of a passivation layer known as the solid electrolyte interphas",0,crossref
10.1016/j.cej.2024.151188,Novel sulfur-based electrolyte additive for constructing high-quality sulfur-containing electrode-electrolyte interphase films in sodium-ion batteries,2024,,23,crossref
10.1149/ma2024-0291342mtgabs,Design and Performance of a Sodium and Mercury Low-Temperature Liquid Metal Battery with a NaSICON Solid-State Electrolyte for Large Scale Energy Storage,2024,"<jats:p>  	Liquid metal batteries (LMB) have the potential to be ideal grid-scale storage batteries; they maintain their performance and exhibit high efficiencies because they do not structurally degrade like lithium-ion batteries. While current commercial LMBs operate at temperatures above 500°C, low temperature LMBs are more attractive because they experience less corrosion of structural components and require less external heating for operation. In this work, we will detail a sodium – mercury",0,crossref
10.1039/d4cc03889d,Electrode–electrolyte interactions dictate thermal stability of sodium-ion batteries,2024,<jats:p>This work investigates the thermal stability of sodium-ion cells cognizant of the underlying electrode–electrolyte interactions.</jats:p>,6,crossref
10.1016/j.cej.2024.150708,Vinasse-based hard carbon: Preparation and study on its compatibility with ester/ether-based electrolyte for sodium ion storage,2024,,7,crossref
10.1021/acsami.4c21179,Investigations on Electrolyte Additives and Formation Mechanism of the Solid Electrolyte Interphase for Sodium Ion Batteries,2025,,5,crossref
10.1016/j.est.2023.107519,Flexible gel polymer electrolyte comprising high flash point solvent adiponitrile with ethylene carbonate as co-solvent for sodium-ion batteries,2023,,8,crossref
10.1021/acsenergylett.6b00491,Solubility of the Solid Electrolyte Interphase (SEI) in Sodium Ion Batteries,2016,,412,crossref
10.35534/spe.2024.10003,Research Progress on Electrolyte Additives for Sodium Ion Batteries,2024,,5,crossref
10.1002/eem2.12523,Revisiting Electrolyte Kinetics Differences in Sodium Ion Battery: Are Esters Really Inferior to Ethers?,2022,"<jats:p>The ether electrolytes usually outperform ester electrolytes by evaluating sodium‐ion batteries (SIBs) rate performance, which is a near‐unanimous conclusion of previous studies based on an essential configuration of the half‐cell test. However, here we find that contrary to consensus, the ester electrolyte shows better Na storage capability than the ether electrolyte in full cells. An in‐depth analysis of three‐electrode, symmetric cell, and in situ XRD tests indicates that traditional ",50,crossref
10.1039/c6ra09560g,Additive effect of fluoroethylene and difluoroethylene carbonates for the solid electrolyte interphase film formation in sodium-ion batteries: a quantum chemical study,2016,"<p>To reveal the FEC–DFEC mystery, the reduction decomposition mechanism study of Na<sup>+</sup>–PC, Na<sup>+</sup>–FEC and Na<sup>+</sup>–DFEC complexes is carried out by using DFT. This study concludes that the higher activation barrier and absence of NaF complexes make DFEC futile.</p>",74,crossref
10.1149/ma2025-01622941mtgabs,Electrospun Solid-State Electrolyte from Cellulose Acetate and Bentonite Clay for Sodium-Ion Batteries,2025,"<jats:p>  	As the electronics industry rapidly advances, the demand for cost-effective and sustainable power solutions continues to grow, particularly in wearable technology and compact electronics. These fields require power sources that are not only flexible and safe but also abundant. The emergence of solid-state batteries has brought a range of benefits to the field of battery technology, including enhanced safety, and a broad operating temperature range. In the context of wearable technolog",0,crossref
10.1016/j.cej.2024.159102,An electrolyte design strategy for commercial all-climate pouch sodium-ion batteries,2025,,5,crossref
10.1016/j.jpowsour.2022.232259,Muscovite as an inert filler for highly conductive and durable gel polymer electrolyte in sodium-ion batteries,2022,,16,crossref
10.1016/j.electacta.2019.135512,Efficient gel-polymer electrolyte for sodium-ion batteries based on poly(acrylonitrile-co-methyl acrylate),2020,,50,crossref
10.2139/ssrn.4017637,High-Throughput Development of Na2znsio4 Hybrid Electrolyte for Sodium-Ion Batteries,2022,,0,crossref
10.3365/kjmm.2020.58.12.896,Effect of Electrolyte Anion on Electrochemical Behavior of Nickel Hexacyanoferrate Electrode in Aqueous Sodium-Ion Batteries,2020,"<jats:p>Nickel hexacyanoferrate (NiHCF) has a three-dimensional open framework structure, excellent long-cycling stability and rate performance as a cathode for aqueous sodium-ion batteries. However, the specific capacity of NiHCF is lower than that of present cathodes for aqueous batteries. A sodium-ion electrolyte was explored to achieve optimum capacity with NiHCF. Powder-type NiHCF was fabricated by coprecipitation with the atomic composition K0.065Ni1.44Fe(CN)6·4.4H2O. The presence of Fe va",7,crossref
10.5796/electrochemistry.24-00051,Ethylene Carbonate-based Concentrated Electrolyte Composed of Asymmetric Amide Anion for Rechargeable Sodium-ion Batteries,2024,,1,crossref
10.1016/j.jpowsour.2025.237519,Electrolyte salts for large-scale application of sodium-ion batteries: NaPF6 and emerging alternatives,2025,,8,crossref
10.2139/ssrn.4154282,Ultrafast Sintering of Na3zr2si2po12 Solid Electrolyte for Long Lifespan Solid-State Sodium Ion Batteries,2022,,0,crossref
10.1149/ma2020-024817mtgabs,Improvement on Electrochemical Performance and Safety Using Mixtures of Ionic Liquid and Conventional Organic Electrolyte for Sodium-Ion Batteries,2020,"<jats:p>  	The success of commercializing sodium-ion batteries is inhibited by the implementation of suitable electrolytes that have economic feasibility and stable electrochemical performance. Organic electrolytes such as Na[ClO<jats:sub>4</jats:sub>]- or Na[PF<jats:sub>6</jats:sub>]-including organic solvents, EC, PC, DMC, and DEC, are most widely used to investigate the performance of sodium-ion batteries. These electrolytes are widely accepted because of the analogous studies in LIBs, but th",0,crossref
10.2139/ssrn.4237767,"Graphene Oxide Suspension-Based Electrolyte Promotes the Cycling Performance of Aqueous Sodium-Ion Batteries Through the Interaction between Metal Ions, Free Water Molecules and Functional Groups",2022,,0,crossref
10.1149/ma2016-02/5/741,Compatibility Studies with New F-Free Electrolyte for Sodium Ion Batteries,2016,"<jats:p>Up to now sodium battery technology finds application for high temperature systems such as sodium-sulfur and sodium-metal chloride batteries. The challenge, which we took up was synthesis and investigation of the new F-free sodium salts as a base for electrolytes working at room-temperature batteries. </jats:p>
               <jats:p>While the best conductivities have been shown by fluorinated salts, there is a paradigm shift in research and development. Since fluorinated salts may negat",0,crossref
10.1007/s12274-018-2144-3,A novel PMA/PEG-based composite polymer electrolyte for all-solid-state sodium ion batteries,2018,,76,crossref
10.1039/c6cp00651e,A comparative study on the impact of different glymes and their derivatives as electrolyte solvents for graphite co-intercalation electrodes in lithium-ion and sodium-ion batteries,2016,<p>The effect of solvent composition on the redox activity of co-intercalation graphite electrodes is comprehensively discussed.</p>,205,crossref
10.2139/ssrn.4220966,Criticality of Solid Electrolyte Interphase in Achieving High Performance of Sodium-Ion Batteries,2022,,0,crossref
10.1039/c5cc02901e,Sodium-difluoro(oxalato)borate (NaDFOB): a new electrolyte salt for Na-ion batteries,2015,"<p>Compatible with various common solvents, a new electrolyte salt NaDFOB has been studied, which enables excellent reversible capacity and high rate capability when used in Na/Na<sub>0.44</sub>MnO<sub>2</sub> half cells.</p>",88,crossref
10.1021/acsenergylett.8b00919,Aqueous/Nonaqueous Hybrid Electrolyte for Sodium-Ion Batteries,2018,,103,crossref
10.5796/electrochemistry.23-00086,NaClO&lt;sub&gt;4&lt;/sub&gt; Ethylene Glycol–Water Binary Solution as an Electrolyte for Aqueous Sodium Ion Batteries,2023,,1,crossref
10.1149/ma2016-01/5/472,Solvation and Solid Electrolyte Interphases in Sodium Ion Batteries,2016,"<jats:p>High capacity sodium ion batteries, with the capacity to rival mid-range lithium ion batteries, are developing a solid presence in the field of energy storage research. Sodium ion batteries, at a material level, offer a unique opportunity to apply lessons learned in the study of lithium ion battery behavior. Most important of these is the formation of the solid electrolyte interphase layer at the anode, which shields the electrolyte from continuous decomposition. In lithium ion batteries",0,crossref
10.21908/jit.2017.5,STUDY ON LIQUID ELECTROLYTE USING NaClO4 SALT FOR LOW COST RECHARGEABLE SODIUM-ION BATTERIES,2017,,0,crossref
10.1149/2.0031608jes,Effect of Electrolyte Additives on NaTi<sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>-C//Na<sub>3</sub>V<sub>2</sub>O<sub>2X</sub>(PO<sub>4</sub>)<sub>2</sub>F<sub>3-2X</sub>-MWCNT Aqueous Rechargeable Sodium Ion Battery Performance,2016,,49,crossref
10.2139/ssrn.4213104,Weak Coulomb Interaction between Anions and Na+ During Solvation Enabling Desirable Solid Electrolyte Interphase and Superior Kinetics for Hc-Based Sodium Ion Batteries,2022,,0,crossref
10.1007/s10008-017-3589-0,Bio-degradable zinc-ion battery based on a prussian blue analogue cathode and a bio-ionic liquid-based electrolyte,2017,,122,crossref
10.1149/ma2024-0281097mtgabs,Composite Polymer Electrolyte Enabled through 2D g-C<sub>3</sub>N<sub>4</sub> for All Solid-State Sodium-Ion Batteries,2024,"<jats:p>  	Coupling the advantages of sodium ion chemistry and solid-state batteries can circumvent challenges such as leakage, fire risk, cost, supply chain and better electrochemical performance compared to conventional non-aqueous Li-ion batteries. Here, the inherent low ionic conduction and poor mechanical strength of solid polymer electrolytes urges the necessity of coalescing of polymer with active or passive ceramic fillers to efficiently overcome the individual demerits by offering benef",0,crossref
10.1038/s41467-023-39385-6,Enabling long-cycling aqueous sodium-ion batteries via Mn dissolution inhibition using sodium ferrocyanide electrolyte additive,2023,"<jats:title>Abstract</jats:title><jats:p>Aqueous sodium-ion batteries (AIBs) are promising candidates for large-scale energy storage due to their safe operational properties and low cost. However, AIBs have low specific energy (i.e., &lt;80 Wh kg<jats:sup>−1</jats:sup>) and limited lifespans (e.g., hundreds of cycles). Mn-Fe Prussian blue analogues are considered ideal positive electrode materials for AIBs, but they show rapid capacity decay due to Jahn-Teller distortions. To circumvent these is",118,crossref
10.1007/s43979-024-00081-z,Research progress of electrolyte additives for subzero-temperature aqueous sodium-ion batteries,2024,"<jats:title>Abstract</jats:title><jats:p>Sodium-ion batteries are considered one of the perspective alternatives to lithium-ion batteries due to their affordability and plentiful supply of sodium. However, traditional sodium-ion batteries that use organic electrolytes pose a threat to public safety and the ecological environment. As a result, aqueous electrolytes with high safety and cost-effectiveness are becoming more popular. Unfortunately, typically aqueous electrolytes face limitations in i",13,crossref
10.1149/1945-7111/adef82,Electrolyte Degradation Products Found in Transition Metal Oxide/Hard Carbon Sodium-Ion Batteries,2025,"<jats:p>In many cases capacity loss in transition metal oxide/hard carbon sodium-ion batteries aligns with the degradation of the electrolyte and a continuously reforming solid-electrolyte interphase at the negative electrode. In this work we further adapted electrolyte analysis methodologies to investigate the degradation of the electrolyte within sodium-ion batteries, specifically, the extraction of electrolytes from overfilled pouch cells and its subsequent analysis using a variety of analyti",0,crossref
10.1002/smll.202370387,Ultra‐Long Cycle of Prussian Blue Analogs Achieved by Equilibrium Electrolyte for Aqueous Sodium‐Ion Batteries (Small 46/2023),2023,,7,crossref
10.1016/j.ssi.2016.06.005,"New promising NASICON material as solid electrolyte for sodium-ion batteries: Correlation between composition, crystal structure and ionic conductivity of Na3+xSc2SixP3−xO12",2016,,129,crossref
10.1016/j.electacta.2017.10.173,Synthesis of cubic Na3SbS4 solid electrolyte with enhanced ion transport for all-solid-state sodium-ion batteries,2018,,124,crossref
10.1016/j.mtchem.2023.101607,Electrolyte precursor–free approach to prepare composite electrolyte for all-solid-state Na-ion battery,2023,,4,crossref
10.1016/j.cej.2024.151949,A dual-functional electrolyte additive for stabilizing the solid electrolyte interphase and solvation structure to enable pouch sodium ion batteries with high performance at a wide temperature range from −30 °C to 60 °C,2024,,31,crossref
10.1149/1945-7111/ac42f2,Design of a Single-Ion Conducting Polymer Electrolyte for Sodium-Ion Batteries,2021,"<jats:p>
                    A sodium bis(fluoroallyl)malonato borate salt (NaBFMB) is synthesized. Using a Click thiol-ene reaction, NaBFMB can be photo-crosslinked with a tri-thiol (trimethylolpropane tris(3-mercapto propionate), TMPT) to create a single-ion conducting electrolyte (NaSIE), with all negative charges residing on the borate moieties and anions immobilized through the 3-D crosslinked network. The NaSIE can be prepared either as a free-standing film or through a drop-cast method fo",15,crossref
10.1016/j.egyr.2024.11.077,Optimizing all-solid-state sodium-ion batteries: Insights from a P2D Model on NaSICON-based polymer–ceramic electrolyte,2025,,6,crossref
10.1016/j.electacta.2021.137846,Understanding the electrode – electrolyte interphase of high voltage positive electrode Na4Co3(PO4)2P2O7 for rechargeable sodium-ion batteries,2021,,22,crossref
10.1016/j.cej.2022.138771,Ultrafast sintering of Na3Zr2Si2PO12 solid electrolyte for long lifespan solid-state sodium ion batteries,2023,,48,crossref
10.1016/j.est.2025.116749,Multiscale molecular dynamics and electrochemical modelling of sodium-ion batteries: Impact of electrolyte composition,2025,,4,crossref
10.1016/j.ssi.2023.116183,Influence of BaTiO3 morphology on BaTiO3/P(VDF-HFP) electrolyte for self-charging sodium-ion batteries,2023,,7,crossref
10.1149/ma2023-02653054mtgabs,Anodic Dissolution of Aluminum in Sodium-Ion Batteries: A Comparison of Electrolyte and Solvent Composition,2023,"<jats:p>  	The anodic dissolution behavior of aluminum was studied in various sodium-based electrolyte solutions using cyclic voltammetry and chronoamperometry. The aim was to investigate how different electrolyte and solvent compositions affect the dissolution process. The electrolyte solutions tested included 0.284 m NaBOB in TEP, 1.00 m NaPF<jats:sub>6</jats:sub> in TEP, 1.00 m NaPF<jats:sub>6</jats:sub> in EC:DEC, 1.00 m NaPF<jats:sub>6</jats:sub> in diglyme, 1.00 m NaFSI in PC, and 1.00 m N",0,crossref
10.1016/j.jallcom.2023.172494,Preparation of water–impermeable NASICON solid electrolyte separators for aqueous/nonaqueous hybrid sodium–ion cells using alumina as a sintering aid,2023,,5,crossref
10.1016/j.jpowsour.2024.235358,Introducing nanodiamond-modified electrolyte to realize high capacity and rate performance of sodium ion batteries,2024,,6,crossref
10.1016/j.jelechem.2021.115505,Cycling degradation and safety issues in sodium-ion batteries: Promises of electrolyte additives,2021,,67,crossref
10.2139/ssrn.3986047,An Ionic Liquid Assisted Prussian Blue for High-Capacity and Stable Sodium-Ion Battery Cathodes,2021,,0,crossref
10.1039/d5ee02287h,Future energy demand for automotive and stationary lithium- and sodium-ion battery production towards a European circular economy,2025,"<jats:p>This study quantifies Europe's future battery energy demand towards self-sufficiency, considering EVs, SES and circular economy strategies.</jats:p>",11,crossref
10.1016/j.ensm.2020.12.008,An interface-reinforced rhombohedral Prussian blue analogue in semi-solid state electrolyte for sodium-ion battery,2021,,150,crossref
10.1016/j.cej.2022.140904,A novel high-voltage solid electrolyte of Na3B24H23 for 4 V all-solid-state sodium battery,2023,,31,crossref
10.1016/j.jpowsour.2019.05.070,Superior electrochemical performance of TiO2 sodium-ion battery anodes in diglyme-based electrolyte solution,2019,,43,crossref
10.1016/j.jpowsour.2023.233365,Impact of sintering temperature and ascertaining hopping bottlenecks for ions in sodium superionic conducting electrolyte for sodium-ion batteries,2023,,20,crossref
10.1016/j.jpowsour.2024.235221,"Gel polymer electrolyte composites in sodium-ion batteries: Synthesis methods, electrolyte formulations, and performance analysis",2024,,47,crossref
10.1002/smll.202303896,Ultra‐Long Cycle of Prussian Blue Analogs Achieved by Equilibrium Electrolyte for Aqueous Sodium‐Ion Batteries,2023,"<jats:title>Abstract</jats:title><jats:p>Aqueous sodium‐ion batteries have promising prospects in large‐scale electrical energy storage, which lack of suitable cathode with high specific capacity and long cycle lifespan, unfortunately. Manganese‐based Prussian blue analogs (PBAs) (KMnHCF/NaMnHCF) are ideal candidates for low‐cost and high theoretical specific capacity merits. But the rapid decline hinders their application, due to side reactions caused by water imbalance. Here, an equilibrium st",21,crossref
10.1002/adma.202510882,"Unveiling the Electrolyte and Solid Electrolyte Interphase in Sodium Ion Batteries: Mechanisms, Progress, and Perspectives",2025,"<jats:title>Abstract</jats:title>
                  <jats:p>Sodium‐ion batteries (SIBs) are regarded as a promising alternative to lithium‐ion batteries due to the low cost and abundant availability of sodium. Electrolyte, as the medium for ion transport, plays a crucial role in determining the electrochemical performance. Currently, SIBs employ mainly organic electrolytes, aqueous electrolytes, ionic liquids, gel electrolytes, and solid electrolytes. These electrolytes have made significant pro",9,crossref
10.1007/s11581-025-06549-x,Fabrication and characterization of polymer electrolyte based on PAN with NaSCN for solid-state sodium-ion batteries,2025,,1,crossref
10.1002/celc.201801621,Analysis of the Solid Electrolyte Interphase on Hard Carbon Electrodes in Sodium‐Ion Batteries,2019,"<jats:title>Abstract</jats:title><jats:p>The composition, morphology, and evolution of the solid electrolyte interphase (SEI) formed on hard carbon (HC) electrodes upon cycling in sodium‐ion batteries are investigated. A microporous HC was prepared by pyrolysis of <jats:sc>d</jats:sc>‐(+)‐glucose at 1000 °C followed by ball‐milling. HC electrodes were galvanostatically cycled at room temperature in sodium‐ion half‐cells using an aprotic electrolyte of 1 <jats:sc>m</jats:sc> sodium bis(trifluorom",98,crossref
10.1039/d2qi02237k,Electrode/electrolyte additives for practical sodium-ion batteries: a mini review,2023,<jats:p>Problems of practical sodium-ion batteries.</jats:p>,55,crossref
10.1149/ma2024-02674427mtgabs,Aligned Nano-Porous Electrospun Composite Electrolyte Based on Cellulose Acetate Casted with Chitosan for Flexible and Wearable Solid-State Sodium-Ion Batteries,2024,"<jats:p>  	The rapid advancement of modern wearable and smart microelectronics industries has led to a growing demand for cost-effective and sustainable flexible and wearable batteries. In this context, sodium-ion batteries (SIBs) emerge as a promising alternative to the prevailing lithium-ion batteries due to the higher abundance of sodium than lithium, their low cost, enhanced safety, and environmental friendliness. In this study, we introduce a nanoarchitecture strategy utilizing biodegradabl",0,crossref
10.1149/08513.0215ecst,High Performance Electrolyte Using Mixtures of Ionic Liquid – Solvent for Sodium-Ion Batteries,2018,,4,crossref
10.1016/j.etran.2025.100439,High-performance solid-state sodium-ion batteries for lightweight electric vehicles: A closed-loop feedback-optimized composite electrolyte design,2025,,6,crossref
10.1021/acsaem.0c00522,"Sodium Bis(oxalato)borate in Trimethyl Phosphate: A Fire-Extinguishing, Fluorine-Free, and Low-Cost Electrolyte for Full-Cell Sodium-Ion Batteries",2020,,69,crossref
10.1149/ma2025-01622947mtgabs,Electrospinning and Solution-Casting Assisted Aligned Nanocomposite Solid Electrolyte Based on Cellulose Acetate and Chitosan Biopolymers for Sodium-Ion Batteries,2025,"<jats:p>  	The growing popularity and global demand for flexible and wearable microelectronics underscore the need for a cost-effective, eco-friendly, safe, and readily available resource-based clean energy storage system to replace the market-dominating lithium-ion batteries (LIBs)[1],[2]. In particular, concerns about the limited availability and rising costs of lithium resources have heightened the urgency to develop sustainable alternatives. Conventional LIBs, which rely on liquid or gel ele",1,crossref
10.1002/advs.202201207,Electrolyte Solvation Structure Design for Sodium Ion Batteries,2022,"<jats:title>Abstract</jats:title><jats:p>Sodium ion batteries (SIBs) are considered the most promising battery technology in the post‐lithium era due to the abundant sodium reserves. In the past two decades, exploring new electrolytes for SIBs has generally relied on the “solid electrolyte interphase (SEI)” theory to optimize the electrolyte components. However, many observed phenomena cannot be fully explained by the SEI theory. Therefore, electrolyte solvation structure and electrode–electroly",553,crossref
10.1002/est2.636,Crafting high‐performance polymer‐integrated solid electrolyte for solid state sodium ion batteries,2024,"<jats:title>Abstract</jats:title><jats:p>The development of modern solid‐state batteries with high energy density has provided the reliable and durable solution needed for over‐the‐air network connectivity devices. In this study, a NASICON‐type Na<jats:sub>3</jats:sub>Zr<jats:sub>2</jats:sub>Si<jats:sub>2</jats:sub>PO<jats:sub>12</jats:sub> (NZSP) ceramic filler was prepared using the sol‐gel method and then a polymer‐integrated solid electrolyte consisting of polyethylene oxide (PEO), NZSP, and",7,crossref
10.1016/j.ensm.2024.103562,An anti-freezing pure inorganic electrolyte for long cycle life aqueous sodium-ion batteries at -40 °C,2024,,10,crossref
10.1016/j.nanoen.2019.103903,Engineering Al2O3 atomic layer deposition: Enhanced hard carbon-electrolyte interface towards practical sodium ion batteries,2019,,217,crossref
10.1016/j.est.2021.102701,Cost attractive hydrogel electrolyte for low temperature aqueous sodium ion batteries,2021,,43,crossref
10.1002/adfm.202100278,Engineering Solid Electrolyte Interface at Nano‐Scale for High‐Performance Hard Carbon in Sodium‐Ion Batteries,2021,"<jats:title>Abstract</jats:title><jats:p>Engineering the structure and chemistry of solid electrolyte interface (SEI) on electrode materials is crucial for rechargeable batteries. Using hard carbon (HC) as a platform material, a correlation between Na<jats:sup>+</jats:sup> storage performance, and the properties of SEI is comprehensively explored. It is found that a “good” SEI layer on HC may not be directly associated with certain kinds of SEI components, such as NaF and Na<jats:sub>2</jats:sub",237,crossref
10.1016/j.jelechem.2017.06.002,Investigation of the solid electrolyte interphase on hard carbon electrode for sodium ion batteries,2017,,94,crossref
10.31635/ccschem.019.201900055,In Situ Copolymerizated Gel Polymer Electrolyte with Cross-Linked Network for Sodium-Ion Batteries,2020,,70,crossref
10.1149/ma2022-01171mtgabs,(Digital Presentation) The Role of the Electrolyte in the Charge Storage Mechanism of TiS<sub>2</sub> in Sodium-Ion Batteries,2022,"<jats:p>  	The development of high-performance energy storage devices has recently attracted much attention for applications such as electrical vehicles, grid storage and portable devices. In this sense, sodium-ion batteries (SIBs) has appeared as an alternative to traditional lithium-ion batteries as a result of the availability, lower environmental impact and reduced cost of the battery due to the typical SIB chemistry.<jats:sup>1</jats:sup>
               </jats:p>
               <jats:p>Even",0,crossref
10.21908/jit.2017.4,CONDUCTIVITY AND ELECTROCHEMICAL STUDY OF NON AQUEOUS NaPF6 ELECTROLYTE IN ORGANIC SOLVENT MIXTURE FOR SODIUM-ION BATTERIES,2017,,1,crossref
10.1016/j.cej.2022.139932,Weak coulomb interaction between anions and Na+ during solvation enabling desirable solid electrolyte interphase and superior kinetics for HC-based sodium ion batteries,2023,,19,crossref
10.1016/j.ensm.2022.08.009,Mechanism elaboration on the thermal decomposition of ether electrolyte in sodium-ion battery,2022,,4,crossref
10.1007/s10853-025-10977-5,P2-type Na0.67Mn0.6Ni0.3Ti0.1O2 as cathode material for sodium-ion batteries: solid electrolyte versus liquid electrolyte,2025,,0,crossref
10.1016/j.memsci.2019.04.044,Stable cross-linked gel terpolymer electrolyte containing methyl phosphonate for sodium ion batteries,2019,,37,crossref
10.1016/j.jpowsour.2022.232380,"Graphene oxide suspension-based electrolyte promotes the cycling performance of aqueous sodium-ion batteries through the interaction between metal ions, free water molecules and functional groups",2023,,12,crossref
10.1016/j.electacta.2017.05.173,Evolution of the solid electrolyte interphase on tin phosphide anodes in sodium ion batteries probed by hard x-ray photoelectron spectroscopy,2017,,41,crossref
10.3390/ma18040832,Graph-Theory Algorithm for Prediction of Electrolyte Degradation Reactions in Lithium- and Sodium-Ion Batteries,2025,"<jats:p>The growing demand for sustainable energy storage devices requires the fabrication of novel materials for rechargeable metal-ion batteries. The stability of the materials incorporated in the electrochemical cells plays a crucial role in the specific capacity and cycling stability of energy storage devices. The processes that occur inside such systems are fairly complex; hence, the identification of unwanted side reactions affecting the electrochemical stability is not a trivial task. The",0,crossref
10.1088/1361-6528/aba059,A hybrid solid electrolyte for solid-state sodium ion batteries with good cycle performance,2020,"<jats:title>Abstract</jats:title>
                  <jats:p>
                    A ceramic in polymer hybrid solid electrolyte (HSE) based on a poly vinylidene fluoride-hexafluoropropylene (PVDF-HFP) polymer comprising Na
                    <jats:sub>3</jats:sub>
                    Zr
                    <jats:sub>2</jats:sub>
                    Si
                    <jats:sub>2</jats:sub>
                    PO
                    <jats:sub>12</jats:sub>
                    (NASICON) cerami",46,crossref
10.1021/acs.inorgchem.4c03240,Chloride-Ion-Enriched Solid Electrolyte Interphase with Rapid Na<sup>+</sup> Migration toward High-Performance Sodium-Ion Batteries,2024,,4,crossref
10.1039/d4ta01400f,Status and strategies of electrolyte engineering for low-temperature sodium-ion batteries,2024,"<jats:p>Herein, we summarize the development of low-temperature electrolyte engineering for SIBs, and then propose several strategies to provide guidance for the systematic design and further commercial application of low-temperature SIBs.</jats:p>",28,crossref
10.1016/j.jechem.2025.04.005,Designing an efficient all-climate carbonate-based electrolyte facilitating commercial pouch sodium-ion batteries,2025,,7,crossref
10.1038/s41467-025-61603-6,Locking-chain electrolyte additive enabling moisture-tolerant electrolytes for sodium-ion batteries,2025,,11,crossref
10.1016/j.jpowsour.2024.235567,An ultra stable rice husk-based hard carbon using solid-electrolyte-binder containing sodium ion,2024,,10,crossref
